T535X2D,"Toxic effect of chlorofluorocarbons, intentional self-harm, subsequent encounter"
T582X2S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, sequela"
T582X3A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, initial encounter"
T582X3D,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, subsequent encounter"
T582X3S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, sequela"
T582X4A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined, initial encounter"
T582X4D,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined, subsequent encounter"
T582X4S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined, sequela"
T588X1A,"Toxic effect of carbon monoxide from other source, accidental (unintentional), initial encounter"
T588X1D,"Toxic effect of carbon monoxide from other source, accidental (unintentional), subsequent encounter"
T588X1S,"Toxic effect of carbon monoxide from other source, accidental (unintentional), sequela"
T588X2A,"Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter"
T588X2D,"Toxic effect of carbon monoxide from other source, intentional self-harm, subsequent encounter"
T588X2S,"Toxic effect of carbon monoxide from other source, intentional self-harm, sequela"
T588X3A,"Toxic effect of carbon monoxide from other source, assault, initial encounter"
T588X3D,"Toxic effect of carbon monoxide from other source, assault, subsequent encounter"
T588X3S,"Toxic effect of carbon monoxide from other source, assault, sequela"
T588X4A,"Toxic effect of carbon monoxide from other source, undetermined, initial encounter"
T588X4D,"Toxic effect of carbon monoxide from other source, undetermined, subsequent encounter"
T588X4S,"Toxic effect of carbon monoxide from other source, undetermined, sequela"
T5891XA,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), initial encounter"
T5891XD,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), subsequent encounter"
T5891XS,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), sequela"
T5892XA,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, initial encounter"
T5892XD,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, subsequent encounter"
T5892XS,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, sequela"
T5893XA,"Toxic effect of carbon monoxide from unspecified source, assault, initial encounter"
T5893XD,"Toxic effect of carbon monoxide from unspecified source, assault, subsequent encounter"
T5893XS,"Toxic effect of carbon monoxide from unspecified source, assault, sequela"
T5894XA,"Toxic effect of carbon monoxide from unspecified source, undetermined, initial encounter"
T5894XD,"Toxic effect of carbon monoxide from unspecified source, undetermined, subsequent encounter"
T5894XS,"Toxic effect of carbon monoxide from unspecified source, undetermined, sequela"
T590X1A,"Toxic effect of nitrogen oxides, accidental (unintentional), initial encounter"
T590X1D,"Toxic effect of nitrogen oxides, accidental (unintentional), subsequent encounter"
T590X1S,"Toxic effect of nitrogen oxides, accidental (unintentional), sequela"
T590X2A,"Toxic effect of nitrogen oxides, intentional self-harm, initial encounter"
T590X2D,"Toxic effect of nitrogen oxides, intentional self-harm, subsequent encounter"
T590X2S,"Toxic effect of nitrogen oxides, intentional self-harm, sequela"
T590X3A,"Toxic effect of nitrogen oxides, assault, initial encounter"
T590X3D,"Toxic effect of nitrogen oxides, assault, subsequent encounter"
T590X3S,"Toxic effect of nitrogen oxides, assault, sequela"
T590X4A,"Toxic effect of nitrogen oxides, undetermined, initial encounter"
T590X4D,"Toxic effect of nitrogen oxides, undetermined, subsequent encounter"
T590X4S,"Toxic effect of nitrogen oxides, undetermined, sequela"
T591X1A,"Toxic effect of sulfur dioxide, accidental (unintentional), initial encounter"
T591X1D,"Toxic effect of sulfur dioxide, accidental (unintentional), subsequent encounter"
T591X1S,"Toxic effect of sulfur dioxide, accidental (unintentional), sequela"
T591X2A,"Toxic effect of sulfur dioxide, intentional self-harm, initial encounter"
T591X2D,"Toxic effect of sulfur dioxide, intentional self-harm, subsequent encounter"
T591X2S,"Toxic effect of sulfur dioxide, intentional self-harm, sequela"
T591X3A,"Toxic effect of sulfur dioxide, assault, initial encounter"
T591X3D,"Toxic effect of sulfur dioxide, assault, subsequent encounter"
T591X3S,"Toxic effect of sulfur dioxide, assault, sequela"
T591X4A,"Toxic effect of sulfur dioxide, undetermined, initial encounter"
T591X4D,"Toxic effect of sulfur dioxide, undetermined, subsequent encounter"
T591X4S,"Toxic effect of sulfur dioxide, undetermined, sequela"
T592X1A,"Toxic effect of formaldehyde, accidental (unintentional), initial encounter"
T592X1D,"Toxic effect of formaldehyde, accidental (unintentional), subsequent encounter"
T592X1S,"Toxic effect of formaldehyde, accidental (unintentional), sequela"
T592X2A,"Toxic effect of formaldehyde, intentional self-harm, initial encounter"
T592X2D,"Toxic effect of formaldehyde, intentional self-harm, subsequent encounter"
T592X2S,"Toxic effect of formaldehyde, intentional self-harm, sequela"
T592X3A,"Toxic effect of formaldehyde, assault, initial encounter"
T592X3D,"Toxic effect of formaldehyde, assault, subsequent encounter"
T592X3S,"Toxic effect of formaldehyde, assault, sequela"
T592X4A,"Toxic effect of formaldehyde, undetermined, initial encounter"
T592X4D,"Toxic effect of formaldehyde, undetermined, subsequent encounter"
T592X4S,"Toxic effect of formaldehyde, undetermined, sequela"
T593X1A,"Toxic effect of lacrimogenic gas, accidental (unintentional), initial encounter"
T593X1D,"Toxic effect of lacrimogenic gas, accidental (unintentional), subsequent encounter"
T593X1S,"Toxic effect of lacrimogenic gas, accidental (unintentional), sequela"
T593X2A,"Toxic effect of lacrimogenic gas, intentional self-harm, initial encounter"
T593X2D,"Toxic effect of lacrimogenic gas, intentional self-harm, subsequent encounter"
T593X2S,"Toxic effect of lacrimogenic gas, intentional self-harm, sequela"
T593X3A,"Toxic effect of lacrimogenic gas, assault, initial encounter"
T593X3D,"Toxic effect of lacrimogenic gas, assault, subsequent encounter"
T593X3S,"Toxic effect of lacrimogenic gas, assault, sequela"
T593X4A,"Toxic effect of lacrimogenic gas, undetermined, initial encounter"
T593X4D,"Toxic effect of lacrimogenic gas, undetermined, subsequent encounter"
T593X4S,"Toxic effect of lacrimogenic gas, undetermined, sequela"
T594X1A,"Toxic effect of chlorine gas, accidental (unintentional), initial encounter"
T594X1D,"Toxic effect of chlorine gas, accidental (unintentional), subsequent encounter"
T594X1S,"Toxic effect of chlorine gas, accidental (unintentional), sequela"
T594X2A,"Toxic effect of chlorine gas, intentional self-harm, initial encounter"
T594X2D,"Toxic effect of chlorine gas, intentional self-harm, subsequent encounter"
T594X2S,"Toxic effect of chlorine gas, intentional self-harm, sequela"
T594X3A,"Toxic effect of chlorine gas, assault, initial encounter"
T594X3D,"Toxic effect of chlorine gas, assault, subsequent encounter"
T594X3S,"Toxic effect of chlorine gas, assault, sequela"
T594X4A,"Toxic effect of chlorine gas, undetermined, initial encounter"
T594X4D,"Toxic effect of chlorine gas, undetermined, subsequent encounter"
T594X4S,"Toxic effect of chlorine gas, undetermined, sequela"
T595X1A,"Toxic effect of fluorine gas and hydrogen fluoride, accidental (unintentional), initial encounter"
T595X1D,"Toxic effect of fluorine gas and hydrogen fluoride, accidental (unintentional), subsequent encounter"
T595X1S,"Toxic effect of fluorine gas and hydrogen fluoride, accidental (unintentional), sequela"
T595X2A,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, initial encounter"
T595X2D,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, subsequent encounter"
T595X2S,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, sequela"
T595X3A,"Toxic effect of fluorine gas and hydrogen fluoride, assault, initial encounter"
T595X3D,"Toxic effect of fluorine gas and hydrogen fluoride, assault, subsequent encounter"
T595X3S,"Toxic effect of fluorine gas and hydrogen fluoride, assault, sequela"
T595X4A,"Toxic effect of fluorine gas and hydrogen fluoride, undetermined, initial encounter"
T595X4D,"Toxic effect of fluorine gas and hydrogen fluoride, undetermined, subsequent encounter"
T595X4S,"Toxic effect of fluorine gas and hydrogen fluoride, undetermined, sequela"
T596X1A,"Toxic effect of hydrogen sulfide, accidental (unintentional), initial encounter"
T596X1D,"Toxic effect of hydrogen sulfide, accidental (unintentional), subsequent encounter"
T596X1S,"Toxic effect of hydrogen sulfide, accidental (unintentional), sequela"
T596X2A,"Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter"
T596X2D,"Toxic effect of hydrogen sulfide, intentional self-harm, subsequent encounter"
T596X2S,"Toxic effect of hydrogen sulfide, intentional self-harm, sequela"
T596X3A,"Toxic effect of hydrogen sulfide, assault, initial encounter"
T596X3D,"Toxic effect of hydrogen sulfide, assault, subsequent encounter"
T596X3S,"Toxic effect of hydrogen sulfide, assault, sequela"
T596X4A,"Toxic effect of hydrogen sulfide, undetermined, initial encounter"
T596X4D,"Toxic effect of hydrogen sulfide, undetermined, subsequent encounter"
T596X4S,"Toxic effect of hydrogen sulfide, undetermined, sequela"
T597X1A,"Toxic effect of carbon dioxide, accidental (unintentional), initial encounter"
T597X1D,"Toxic effect of carbon dioxide, accidental (unintentional), subsequent encounter"
T597X1S,"Toxic effect of carbon dioxide, accidental (unintentional), sequela"
T597X2A,"Toxic effect of carbon dioxide, intentional self-harm, initial encounter"
T597X2D,"Toxic effect of carbon dioxide, intentional self-harm, subsequent encounter"
T597X2S,"Toxic effect of carbon dioxide, intentional self-harm, sequela"
T597X3A,"Toxic effect of carbon dioxide, assault, initial encounter"
T597X3D,"Toxic effect of carbon dioxide, assault, subsequent encounter"
T597X3S,"Toxic effect of carbon dioxide, assault, sequela"
T597X4A,"Toxic effect of carbon dioxide, undetermined, initial encounter"
T597X4D,"Toxic effect of carbon dioxide, undetermined, subsequent encounter"
T597X4S,"Toxic effect of carbon dioxide, undetermined, sequela"
T59811A,"Toxic effect of smoke, accidental (unintentional), initial encounter"
T59811D,"Toxic effect of smoke, accidental (unintentional), subsequent encounter"
T59811S,"Toxic effect of smoke, accidental (unintentional), sequela"
T59812A,"Toxic effect of smoke, intentional self-harm, initial encounter"
T59812D,"Toxic effect of smoke, intentional self-harm, subsequent encounter"
T59812S,"Toxic effect of smoke, intentional self-harm, sequela"
T59813A,"Toxic effect of smoke, assault, initial encounter"
T59813D,"Toxic effect of smoke, assault, subsequent encounter"
T59813S,"Toxic effect of smoke, assault, sequela"
T59814A,"Toxic effect of smoke, undetermined, initial encounter"
T59814D,"Toxic effect of smoke, undetermined, subsequent encounter"
T59814S,"Toxic effect of smoke, undetermined, sequela"
T59891A,"Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), initial encounter"
T59891D,"Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), subsequent encounter"
T59891S,"Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), sequela"
T59892A,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter"
T59892D,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, subsequent encounter"
T59892S,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, sequela"
